Unnamed: 0,Datetime,Text,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Sentiment
2878,2020-04-05 18:28:19+00:00,Can anyone guide me regarding current scenario of  employees  labour  labourlaw emerged due to  corona  noida  lawyer  layoffs  salary  lockdown It may be helpful for many,,,,,1
2879,2020-04-05 18:27:44+00:00,SPV student Abhiraj Singh of class  A lit candles and Diya to express solidarity with Corona Warriors    Young boy says we will defeat  Corona by following social distancing  ,,,,,0
2880,2020-04-05 18:26:44+00:00,                                                                                                                                         Lockdown                                                                                                                                     lockdown                                                                                                                                                                                                                                                      Positivity            Corona                                                         minutes,,,,,0
2881,2020-04-05 18:26:08+00:00, corona bhi soch raha hoga ki mein virus hun ya tyohaar                           love you India   PM minute,,,,,1
2882,2020-04-05 18:25:42+00:00,                                                                                                                                                                                                            Corona                                                                                                                                                                        PPEshortage  DoctorsNeedGear  CoronavirusOutbreakindia    ,,,,,0
2883,2020-04-05 18:25:17+00:00,AB kal india ki pics viral yoga  antriksh aur  vayu mandal wali   from nasa  q k nasa k pass to crisis me koi kam hai nai     saveIndia from  fools  Corona,,,,,-1
2884,2020-04-05 18:23:33+00:00,        NoRation    MigrantWorkers of  UP  Bihar  Bangal till date  Nahri Ka Naka   Shashtri Nagar   Jaipur More then      Workers  CORONA    CurruptParshad,,,,,0
2885,2020-04-05 18:22:31+00:00,                                                                                                               Lockdown                                                                                                                         CoronaLockdown  Corona  CoronavirusOutbreak  coronaupdatesindia,,,,,0
2886,2020-04-05 18:22:20+00:00,                                                                                                            Corona                                                          Pakistan                                                                                                                                                                                                                                                                                          CoronaVirusPakistan,,,,,0
2887,2020-04-05 18:21:13+00:00,Nothing superstition was expect out of this  PM never says that by this  Corona will end  No  Though it was way to say we are unite against this  Corona and we are ready to fight against it  Same way we light candles for a cause or for a victim    baje mintues,,,,,-1
2888,2020-04-05 18:19:45+00:00,                                                                        Corona                                                                          ,,,,,0
2889,2020-04-05 18:17:44+00:00,                                                                                                                                                                                                                                                                                             Corona  LightsOverLockdown  coronavirus,,,,,0
2890,2020-04-05 18:15:51+00:00,Ask Ola he might help you to find an answer to your question after all your  Jamaati bros were gathered in M sques to fight against  Corona  Btw  pls shave otherwise Nidhi will be very upset with you  ,,,,,-1
2891,2020-04-05 18:15:24+00:00,he burning lamp of unity of all of us Indians to defeat  corona   IndiaFightsCorona   pm minutes ,,,,,-1
2892,2020-04-05 18:14:42+00:00,  More Positive case in Punjab from Distt  Ropar   Corona,,,,,1
2893,2020-04-05 18:13:36+00:00,Corona is a big slap on the face of those countries  who invested billions of dollars in defence  Mobile technology  developing games  e commerce  financial services etc   and forget the most important things like medical facilities  medical equipments and manufacturing    Corona,,,,,1
2894,2020-04-05 18:13:33+00:00,                                                                                                                                                                                  Corona                                                                                                                                                                                                                                                                                                                                                                                                                   pm minutes  COVID    ,,,,,0
2895,2020-04-05 18:13:12+00:00,                                                                                                                                                                                                                                                                                             PM minute  Corona                    ,,,,,0
2896,2020-04-05 18:12:18+00:00,                    Rajesthan                                                                                                                                                                                                                                   corona                                                                                                       corona                                                                  ,,,,,0
2897,2020-04-05 18:11:27+00:00,Good to see such a cooperation   baje minute by German Embassy Excellency many thanks for social and moral support for fighting against  Corona,,,,,1
2898,2020-04-05 18:08:14+00:00, india  fight  corona We stand                                                                                                             ,,,,,-1
2899,2020-04-05 18:08:12+00:00,I guess it was loud and clear   Corona has listened it  will go tomorrow morning itself   baje mintues,,,,,1
2900,2020-04-05 18:07:26+00:00,Stay home  corona ,,,,,0
2901,2020-04-05 18:05:15+00:00,Morons bursting crackers like it s  Diwali  people celebrating demise of thousands fellow countrymen died of  covid      corona isn t pandemic anymore it s a fkn  joke in this country  shame  disgraceful  screwedup,,,,,1
2902,2020-04-05 18:04:56+00:00,My friend Doctor Ravindra Malik and his colleagues shown their support to PM  ji   s   Minute baje initiative  They are working day and night to save the people from  corona  They are real  CoronaWarriors  Salute to them ,,,,,1
2903,2020-04-05 18:04:23+00:00,                                                                                                                        CORONA                                                                                                        ,,,,,0
2904,2020-04-05 18:04:06+00:00, Corona                                           ,,,,,0
2905,2020-04-05 18:04:06+00:00,CORONA EMERGENCY RELIEF  Popular Front Pune successfully distributed ration kits to deserving families across the city  COVID      Corona  Relief  Maharashtra,,,,,1
2906,2020-04-05 18:03:54+00:00,Because of  Corona the family gifted me an entirely homegrown organic  Jasmine pot instead of a bouquet on my  birthday today  Sweet smelling  flowers and a sweeter  gesture     crore  Indians ofcourse lit up candles A party of sorts     Coronavirustruth ,,,,,1
2907,2020-04-05 18:02:02+00:00,                                                                                                                                                                                                  lockdown  Corona ,,,,,0
2908,2020-04-05 18:01:08+00:00,                           pm minute  Modi ji ab aap sae vinarm nivedan hai ki ab  Sanitizer wali Holi karwa do pls            Kasam sae  Corona rotae huae india sae bhag jayega        ,,,,,0
2909,2020-04-05 18:00:37+00:00,Haar gaya  Corona  iss desh se  desh vaasiyon se    baje mintues  DiyaJalaoDebate  coronavirus  covid    SundayThoughts,,,,,0
2910,2020-04-05 18:00:24+00:00,Go Karuna    Karuna Go   baje minutes  india  lockdown  narendramodi  akshaykumar  corona  covid  ,,,,,0
2911,2020-04-05 17:57:10+00:00, bloody stupid bhakts are going to burn  corona ,,,,,-1
2912,2020-04-05 17:56:49+00:00,                                                                                                                                                                                                                                                                           Corona  Covid    UnnatBharat,,,,,0
2913,2020-04-05 17:56:38+00:00,Modification at its best  Other Countries  Corona Virus   COVID   India  Karuna Devi  Corona  Covid   india  karunavirus  coronaviruschina  coronainindia  GoCorona  GoCoronaGo  coronaupdatesindia  virus  StayAwareStaySafe  StayHomeIndia  StayAtHome,,,,,1
2914,2020-04-05 17:56:04+00:00,he correct spelling is SCHOOL not SCHOOL Some people put the second O before the first O which is absolutely wrong  The people who find the mistake in every decision of  belongs to this category                                                       baje mintues  corona ,,,,,-1
2915,2020-04-05 17:55:58+00:00, Corona caught Messi  Yet he scored a spectacular goal   ,,,,,0
2916,2020-04-05 17:54:53+00:00,                               go  corona      Corona go   PM minute     at Eros Garden,,,,,0
2917,2020-04-05 17:54:28+00:00,Listen to  healing  mantras on Sangam Music    pm minutes                           Corona  IndiaBattlesCoronavirus  IndiaFightsCorona  StayHomeIndia  StayHomeStaySafe,,,,,0
2918,2020-04-05 17:53:33+00:00,Go  Corona Go from  India,,,,,0
2919,2020-04-05 17:51:30+00:00,                                                                                                                                                                                                                           Corona                                                                 ,,,,,0
2920,2020-04-05 17:50:58+00:00,                                                                                                                                                                                                                                                                                                                                                   l   indiafightscorona  wewill  wewillgetthroughthis  corona  covid       m JknJXZC  igshid   uwo vpi b,,,,,0
2921,2020-04-05 17:50:57+00:00,As patriot I respected the call of   amp  switched off lights  lit a candle to pay homage to  corona patients  But bursting crackers  lighting up homes as diwali is not homage but disrespect of solemnity of occasion as if we have won the war against corona   COVID  Pandemic,,,,,0
2922,2020-04-05 17:50:30+00:00,                                                                                                                                                                                                                                corona                                    ,,,,,0
2923,2020-04-05 17:48:33+00:00,Indians To  Corona now                                                ,,,,,0
2924,2020-04-05 17:48:33+00:00,                                                                                                                                                                                                                                                        corona  gocorona   PM minute    ,,,,,0
2925,2020-04-05 17:48:27+00:00,Yes you are right    everybody is a MORON except your  TablighiJamat brothers who are spreading  Corona like a gift of god    Am I right Bhai Jaan    ,,,,,1
2926,2020-04-05 17:44:58+00:00,                                                                                   ji                                       Corona                                                                                    ,,,,,0
2927,2020-04-05 17:44:03+00:00, corona                                                                                                IndiaVsCorona  IndiaFightsCoronavirus        ,,,,,0
2928,2020-04-05 17:43:38+00:00,                                                                                                                                                                                   IndiaFightsCornona                                                                                                                                                                           Corona                                                                                                          stCenturyVedicWomen  TuHaiShakti                                                             ,,,,,0
2929,2020-04-05 17:41:49+00:00,his is the end of  corona   Thaliava is here    ,,,,,0
2930,2020-04-05 17:41:26+00:00,                                    at   pm   Lets overcome with this  corona with light   PMModi  Narendra Modi ji Thanks for unity   GoCoronaGo,,,,,1
2931,2020-04-05 17:41:15+00:00,Liberals are just fuc  ng assholes  Today when whole nation needs to unite and fight  Coronavius   liberandus     Hum Light Nahi jalayenge  pollution hoga  Corona thodi marega isse  Meanwhile on deepawali   hum toh crackers jalayenge  environment toh poora saal bacha sakte h ,,,,,-1
2932,2020-04-05 17:41:12+00:00, Modi became the first feku superstitious businessman to celebrate     Above deaths from  corona virus in  india                                                                                                                                                         ,,,,,1
2933,2020-04-05 17:39:01+00:00,Not sure about  corona but certainly NEGATIVETY is gone      CoronaHaaregaIndiaJeetega,,,,,0
2934,2020-04-05 17:37:50+00:00,Go Go  Corona rally ,,,,,0
2935,2020-04-05 17:36:33+00:00,We pray to god save peoples from Corona Virus and Save our doctors     coronaupdatesindia  corona  Covid     coronavirus  coronafight,,,,,1
2936,2020-04-05 17:36:00+00:00,We all are together in this  corona fight   solidarity  LightofHope  positivity  IndiaFightsCoronavirus  StayHomeStaySafe,,,,,1
2937,2020-04-05 17:35:56+00:00, To all the  Doctors   Nurses   Police and our  Government  Thankyou for everything you doing      JaiHind  VandeMataram  IndiaFightsCorona                           Corona  Covid     MinutesForIndia,,,,,0
2938,2020-04-05 17:35:52+00:00, COVID     this would be final nail in the coffin of  corona virus wait for  formula for   th April,,,,,0
2939,2020-04-05 17:34:52+00:00,Are wah modi ji dimag paya hai     corona  Covid  India,,,,,0
2940,2020-04-05 17:34:10+00:00,                                                                                                                                                                                                                                                                                                                                         Prediction  Diya  Corona  patakhe   min  jaahil        ,,,,,0
2941,2020-04-05 17:32:44+00:00,  MinutesForIndia   Baje Minutes how can up lag behind after  corona virus has been wiped out from  India victory procession in  Azamgarh UP ab  TestKaroNa,,,,,1
2942,2020-04-05 17:31:57+00:00,                                                                                                                                                                                                                     corona  CoronavirusOutbreakindia  india  ArrestKejariwal  COVID      COVID  outbreak,,,,,-1
2943,2020-04-05 17:31:42+00:00,                                                                                                                      baje minute  corona  gogocorona  m  T hc    igshid   plherag uh,,,,,0
2944,2020-04-05 17:31:09+00:00,  Baje   Minutes    Uniting together against  COVID                           fightagainstcorona  india  corona   baje minute  covid  modiji  diya  delhi  fumecoworking  coworking  virtualoffice  gstregistration  businessregistration  meetingroom,,,,,0
2945,2020-04-05 17:30:55+00:00,I m not alone  you re not alone let s fight together against  Corona   IndiaFightsCorona     at Air Force Station Rajokri,,,,,-1
2946,2020-04-05 17:30:30+00:00,                                                 StayHomeStaySafe  Corona ,,,,,0
2947,2020-04-05 17:28:49+00:00, Corona free  india theme song   Not sure behind the scientific reason but got people together for sure   ,,,,,1
2948,2020-04-05 17:28:14+00:00,                                               corona                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,,,,,0
2949,2020-04-05 17:27:56+00:00,China Ka Pataa Nahi Lekin Yeh Log Social Distancing Todke  Corona ko Jarur Pass Bulaa Lengee ,,,,,0
2950,2020-04-05 17:26:45+00:00,   Nature is correcting itself    this is a lesson for all of us  If we continue to pollute  miss use of natural resources and forgetting to live our    LIFE     corona or something else would definitely come to remind teach punish us in future as well  ,,,,,-1
2951,2020-04-05 17:26:13+00:00,                                         CORONA                                                                                                                                         Coronafighters,,,,,0
2952,2020-04-05 17:26:07+00:00,                                                                                                                                                                                  because a selfie is mandatory     baje minute                           coronalockdown  corona  indiafightscorona  m VXPnevf  igshid ax l  ffwxc,,,,,-1
2953,2020-04-05 17:24:27+00:00,                                                                                                                                                                                                                  Corona  LockDown  CoronaVirus  COVID    CoronaVirusTreatment  SocialDistance  StayAtHome  IndiaFightAgainestCorona,,,,,0
2954,2020-04-05 17:24:24+00:00, Sharing Ph  No s  Apps n Links for  Covid     COVID     but no no  is working I m feeling ill  fever  headache  stomachace  body n chestpain visited   Govt  Hospital no help  test or treatment fearing  corona need immediate help   sampark nic in campaigns         Apr Arogya index html  eSampark Gov,,,,,-1
2955,2020-04-05 17:22:42+00:00,Only a  jahil can see benefits of  corona  ,,,,,1
2956,2020-04-05 17:22:29+00:00,Delhi   ka khubsurat sa nazaara    corona harega desh jeetega     standwithmodi  coronavirus  NarendraModi  delhi   ABPnews  indiatv  aajtak           ,,,,,0
2957,2020-04-05 17:22:03+00:00,Delhites can   t live with clean air  We will burst crackers  corona ki diwali ,,,,,1
2958,2020-04-05 17:21:04+00:00,One more Positive Case in Punjab from Distt  Kapurthala   Corona,,,,,1
2959,2020-04-05 17:20:55+00:00,his is ignite community outbreak  corona  coronaupdatesindia  CoronaLockdown  COVID      Covid     COVID    india  Covid  India  COVID  lockdownindia  lockdowneffect  CoronaStopKaroNa  LockdownWithoutPlan  LockdownNow  LockdownDiaries  pandemic  CoronaPandemic  coronavirusindia,,,,,-1
2960,2020-04-05 17:20:12+00:00,                       Baje   Minute                        Roshini                                                                                               Corona                     Bharat Mata ki Jai Thanks to  Shri Narendra Modi Ji   s Great Initiative  bjp india      corona     m qChDngO  igshid  xxci  lq  k ,,,,,1
2961,2020-04-05 17:19:49+00:00,Itanagar City in Arunachal Pradesh at   PM this night    PM minute  Corona ,,,,,0
2962,2020-04-05 17:19:33+00:00,Payal Nath gone  Nidhi gone  Sara Abdullah gone to Sachin Pilot  Article     gone  and  Corona almost gone until your biradri  TablighiJamaat viruses promised not to leave us  Don t worry   it shall go ,,,,,-1
2963,2020-04-05 17:19:28+00:00,                                                                                                    corona                                                                                                                                                                                                                                                        BREAKING  coronavirus  coronafighters  stayhomestaysafe,,,,,0
2964,2020-04-05 17:19:15+00:00,  pm minutes   pm minutesindia  fightagainstcorona  bollywoodlife  bollywoodfightagainstcoronavirus  delhi  mumbai  corona  instagood  instadaily  instagram  Delhi  m i  j iT  igshid  z p  ho   q,,,,,0
2965,2020-04-05 17:19:10+00:00,Go Go  Corona              ,,,,,0
2966,2020-04-05 17:19:07+00:00,                                                                   In solidarity with our  PM  ji   s initiative  Let the Divine light destroy any negativity around us              MinutesForIndia   Minute baje   baje minute  Corona ,,,,,-1
2967,2020-04-05 17:18:27+00:00, StayHomeIndia  StayHomeStaySafe  Corona ko  Harana hai to  Ghar pe hi Rehna ,,,,,0
2968,2020-04-05 17:18:01+00:00, Deep jalao  corona Baghago  Appna Gyan ka bhi Deep Jalaye  v wBwPZgV J U,,,,,0
2969,2020-04-05 17:17:34+00:00,Ab bhi ydi  Corona nhi bhaga To laanat hai Bhakto ki Bhakti pr   ,,,,,0
2970,2020-04-05 17:17:18+00:00,Maybe   Modi  Bhakt tried to kill  Corona by increasing pollution levels   BhaktLogic  BJP  Coronaindia   MinutesForIndia   baje mintues  TubelightModi  IndiaFightsCorona Corona killed thousands  Bhakt gonna kill Millions        ,,,,,-1
2971,2020-04-05 17:17:14+00:00,My gesture towards the warriors  StayHomeStaySafe   PM minute  IndiaFightsCorona  Corona ,,,,,0
2972,2020-04-05 17:17:10+00:00,his shows unity   solidarity of our country to fight against  corona virus  ,,,,,1
2973,2020-04-05 17:15:22+00:00, Corona N it s accomplice sympathizer preachers friends have suffered heavy burn injury yet have survived unfortunately     We have to continue fighting n defeat them thoroughly        pmdiwali   pm minsSundayDiya   PM Nautanki,,,,,-1
2974,2020-04-05 17:15:17+00:00,From Defense Personnel to celebrities  from common man to politicians  everyone has shown their solidarity in fight against COVID    Then comes few idiots who started burning crackers which resulted in incidents of fire breakouts at multiple locations across the nation  corona ,,,,,-1
2975,2020-04-05 17:15:17+00:00,Salute to everyone who has joined PM by lightning Deep at your respective home   created waves that we are together against fight with Corona  corona  coronaoutbreakindia    daysLockdownIndia  pmoindia  NarendraModi  aajtak  ABPnews  CoronaPandemie,,,,,1
2976,2020-04-05 17:14:19+00:00, Corona This is for those who stands on Frontline in this  Pendamic war  We salute our  Police men   Doctors   Nurses and all other medical staff  We all are with you and we will win this war  Jai Hind Samved Singh,,,,,1
2977,2020-04-05 17:12:43+00:00,                         We Indians are enjoying power of unity   Corona This is for those who stands on Frontline in this  Pendamic war  We salute our  Police men   Doctors   Nurses and all other medical staff  We all are with you and we will win this war  Jai Hind Samved Singh,,,,,1
2978,2020-04-05 17:11:29+00:00, DoingMyPart With such resounding response to   baje minute  amp  unflinching  single minded resolve to support   half the battle is already won  While whole world is unsure of what works against  Corona  we are sure of our belief system  Thanks  Guru  leaders ,,,,,1
2979,2020-04-05 17:10:40+00:00,     ivermectin dose may help to overcome from the affects  Covid     And  ivermectin can kill  corona,,,,,-1
2980,2020-04-05 17:10:32+00:00,Look what our attention seeking  cosmetic societies have done to us  These times of self isolation so harshly remind us of  Sartre     If you are lonely when you   re alone  you are in bad company          Corona  QuarantineLife  QuarantineActivities,,,,,-1
2981,2020-04-05 17:10:03+00:00, coronavirusindia  CoronaKoDhona  corona  CoronaVirusUpdates  India  usa  italy,,,,,0
2982,2020-04-05 17:08:10+00:00,        Corona  FightAgainstCoronavirus close all small area and low used signal redlight  we can save lot on daily basis  You can also close street light or light them a bit late ,,,,,1
2983,2020-04-05 17:07:56+00:00,Sir  please have a look at this diya in our mandir  its forming the auspicious  OM in its flame   This godly signs strongly affirms our faith in the war against  Corona  We will  win ,,,,,1
2984,2020-04-05 17:07:41+00:00,As India stands United in it s fight against  Corona   y none of the opposition leaders participated in it   moreover   kripa kar hinjaro ka apman na karey kyu ki woh log Delhi ke  Khujliwal   se lakh guns achey hai  kam se kam gaddar to nahi hotey,,,,,0
2985,2020-04-05 17:07:36+00:00,                          IndiaFightsCorona  ModiVideoMessage  BigBoss               Corona                                                   Task ,,,,,0
2986,2020-04-05 17:07:27+00:00, So powerful is the light of unity that it can illuminate the whole India  COVID     Hope so we are get ride from corona virus as soon as possible    bje minute  corona  coronaupdatesindia,,,,,1
2987,2020-04-05 17:06:41+00:00,                                                                                                                                                                                                                  corona     ,,,,,0
2988,2020-04-05 17:06:24+00:00, corona                                                                                                                                ,,,,,0
2989,2020-04-05 17:06:09+00:00,Lights of hope All is well  will soon be United we stand  amp we all are together in the fight against corona virus All it takes is   ray of light to end all the darkness Hope this pandemic ends soon Till then  stayhomestaysafe   baje minute  corona                           Diwali  modi,,,,,1
2990,2020-04-05 17:06:03+00:00,                                                                                                                                                                                                                                                                    CORONA  StayHomeStaySafe   pm minutes  Corona  Covid    NarendraModi,,,,,0
2991,2020-04-05 17:06:01+00:00,IN DEEPAK KE UJALO KI ROSHNI SE MERA NAMAN HAR US SIPAHI KO   HOSPITAL STAFF KO HAI JO  COVID      CORONA SE LAD KE DESH KI SHIDADT SE SEWA MAI LAGE HAI    PM minute  Fight Against Corona WE ALL ARE TOGETHER IN THIS FIGHT   JAI HIND  BHARAT MATA KI JAI  ,,,,,-1
2992,2020-04-05 17:05:48+00:00,One candle for those who died due to this pandemic  RIP   April PM  Covid   india  COVID    india  coronavirusindia  IndiaBattlesCoronavirus  IndiaFightsCorona  corona ,,,,,-1
2993,2020-04-05 17:05:31+00:00,  baje mintues My Angel  Mom  is always ready to fight and defeat  ChineseVirus   to protect her family thats us     Maa will be Maa     always  COVID      Corona  coronaupdatesindia  IndiaBattlesCoronavirus  IndiaFightsCorona  Modi,,,,,-1
2994,2020-04-05 17:05:26+00:00,Lights of hope All is well  will soon be United we stand  amp we all are together in the fight against corona virus All it takes is   ray of light to end all the darkness Hope this pandemic ends soon Till then  stayhomestaysafe   baje minute  corona                           Diwali  modi,,,,,1
2995,2020-04-05 17:05:24+00:00, Corona will eventually go but what about this leftover ,,,,,0
2996,2020-04-05 17:05:17+00:00,Gaya bhai gaya  Corona ab next event pe hi aayega  ,,,,,0
2997,2020-04-05 17:05:07+00:00,Iss tarah  corona poore gawn se bhaag jaayega  ,,,,,0
2998,2020-04-05 17:05:05+00:00,It s really feeling good  Lights all around    childrens  aged and all were looks happy for a moment  All were enjoying  All forgot about the  corona for a moment   Was looking and feeling great    Doctors says that  if u alwaysthink about your illness  u will die faster     ,,,,,1
2999,2020-04-05 17:04:52+00:00,                         in my way    baje mintues   MinutesForIndia   baje minute   Baje Minutes   Minute baje  DiwaliAgainstCorona  corona  diyajalao   baje min  IndiaBattlesCoronavirus  vaccine  sutta   Minutesat PM,,,,,0
3000,2020-04-05 17:04:50+00:00,                                           Corona                                                                       pm minutes  COVID      StayHomeIndia  powercut  PMO  burari,,,,,0
3001,2020-04-05 17:04:42+00:00,  baje mintues My Angel  Mom  is always ready to fight and defeat  ChineseVirus   to protect her family thats us     Maa will be Maa     always  COVID      Corona  coronaupdatesindia  IndiaBattlesCoronavirus  IndiaFightsCorona  Modi,,,,,-1
3002,2020-04-05 17:04:34+00:00,Lights of hope All is well  will soon be United we stand  amp we all are together in the fight against corona virus All it takes is   ray of light to end all the darkness Hope this pandemic ends soon Till then  stayhomestaysafe   baje minute  corona  lockdown  quarantine  modi,,,,,1
3003,2020-04-05 17:04:31+00:00,                                                                                                                                                                                                                                                                                                                       Corona                                                                                                                                                         ,,,,,0
3004,2020-04-05 17:03:27+00:00,India Fights with Corona   Follow me  for more amazing posts    rajeshkumarindianrailfan  corona  covid     indialockdown  india   baje minute  delhifightscorona  covid    indiaclicks  picoftheday     m vXqHD z  igshid   l l za   df,,,,,1
3005,2020-04-05 17:03:22+00:00,  baje mintues My Angel  Mom  is always ready to fight and defeat  ChineseVirus   to protect her family thats us     Maa will be Maa     always  COVID      Corona  coronaupdatesindia  IndiaBattlesCoronavirus  IndiaFightsCorona  Modi,,,,,-1
3006,2020-04-05 17:03:10+00:00, StrategicPlans Prime Ministers of other nations on National television  We have a strategic plan       for all the worst crisis  We are toiling to keep you safe  Indian PM  Aaj Raat   baje        crore deshwasi diya jalane aur thali bajane ke baad hi  corona se mukti payenge,,,,,-1
3007,2020-04-05 17:02:57+00:00,  baje mintues My Angel  Mom  is always ready to fight and defeat  ChineseVirus   to protect her family thats us     Maa will be Maa     always  COVID      Corona  coronaupdatesindia  IndiaBattlesCoronavirus  IndiaFightsCorona  Modi,,,,,-1
3008,2020-04-05 17:02:54+00:00,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Corona                                                                                                                                                                                                        ,,,,,0
3009,2020-04-05 17:02:53+00:00,  baje mintues My Angel  Mom  is always ready to fight and defeat  ChineseVirus   to protect her family thats us     Maa will be Maa     always  COVID      Corona  coronaupdatesindia  IndiaBattlesCoronavirus  IndiaFightsCorona  Modi,,,,,-1
3010,2020-04-05 17:02:39+00:00,Small effort to exemplify  Unity to fight against  Corona                  ,,,,,-1
3011,2020-04-05 17:02:36+00:00,God Please Provide Us  INDIA Strength To Fight Against  Corona   Just We Need To Stay United Like Today We Are And Belive Me We Will      Win  Diwali   NeverEverGiveUp  BharatMataKiJai   baje mintues  DiwaliAgainstCorona  diyajalao  DiyaJalaoCoronaBhagao  UnitedIndia,,,,,1
3012,2020-04-05 17:02:11+00:00,After  JantaCurfewMarch                            was highly appriciated at a  society in  Dwarka   MinutesForIndia  DiyaJalaoDebate  Corona  battinabujhao  BreakingNews       astrology  UniteAgainstCorona   baje minute  ,,,,,0
3013,2020-04-05 17:01:40+00:00, Corona This is for those who stands on Frontline in this  Pendamic war  We salute our  Police men   Doctors   Nurses and all other medical staff  We all are with you and we will win this war  Jai Hind Samved Singh,,,,,1
3014,2020-04-05 17:01:26+00:00,                                                                                                                                                                                                                 Symbol of unity  corona   mxTgZH Aw  igshid swr gu wwan ,,,,,0
3015,2020-04-05 17:01:06+00:00,Creativity  COVID      Covid     coronavirusinpakistan  coronaupdatesindia  COVID    india  CoronaStopKaroNa  Corona  Covid  India  ChinaLiedPeopleDie         ,,,,,0
3016,2020-04-05 17:01:04+00:00, took it to another level  amp, does a deewali kinda lightyto support PM @narendramodi to fight against #corona #indiafightscorona #9pm9minutes https://www.instagram.com/p/B-m1dymBWWV/?igshid=e2nhwylb2kcg,,,,0
3017,2020-04-05 16:59:36+00:00, firecrackers       diya bola tha firecracker nai       pollutionOut  corona  COVID        daylockdown  ArrestKejariwal,,,,,0
3018,2020-04-05 16:59:32+00:00, ji Kya ap desh ko batengai Kya y  TablighiJammat wale corona ko Nizamuddin m baith Kar banaya tha Kya  Kya apki sarkar need airport par welcome keye tha  corona ka  Desh ko y Kon batega  month se Jan chaina m death ho rahi thi tab sarkar ka kya Kar rahi thi  ,,,,,0
3019,2020-04-05 16:59:07+00:00,We re standing with you  ji against corona  gocoronago  covid     corona  quarantine  stayhome,,,,,0
3020,2020-04-05 16:58:58+00:00,                                                                                                                                                                                                                  Corona  powerofpisitivity   PM minute,,,,,0
3021,2020-04-05 16:57:28+00:00,United  India will defeat  Corona for sure  Corona harega India Jeetega  Surreal Experience at  pm  mesmerizing  We are all united as a family   DiyaJalaoBharatJodo  CoronaHarega  CoronaHaregaIndiaJitega,,,,,1
3022,2020-04-05 16:55:48+00:00,                                                                                                                                                                                                                                       quotes  positivity  truth  aakashvshivach  motivationalquotes  inspirationalquotes  men  yesterday   india  hindipoetry  shayari  corona  coronavirus  besafe  sunday  sundayfunday,,,,,0
3023,2020-04-05 16:55:45+00:00,  PM minute  PMModi    Corona ,,,,,0
3024,2020-04-05 16:55:41+00:00, Solidarity    GratitudeForTheFrontliners  OneNationOneResolve  We will beat  corona  COVID                       lights up the national spirit   leadership at its best ,,,,,1
3025,2020-04-05 16:55:33+00:00, Corona                                                                                                                                           ,,,,,0
3026,2020-04-05 16:55:22+00:00,Don t have words to explain this  No way  corona is going to beat us  We are united as a nation  We are united by a leaders call   Together we can  together we will   is leaving no stone unturned to make it possible   StayHomeIndia   pm minutes,,,,,0
3027,2020-04-05 16:54:18+00:00,United India Against  corona   baje minute                          ,,,,,1
3028,2020-04-05 16:53:58+00:00,Dhuyen main  corona Ka dam dhut ta hai    ,,,,,0
3029,2020-04-05 16:53:58+00:00,  pm   min  unity of india against  Corona  NAMO  proud to be an Indian    ,,,,,1
3030,2020-04-05 16:53:48+00:00,                           Corona diwali                                                                                                                                                                                                                                                                                                                                                                                                                                       baje minute   MinutesForIndia  TubelightModi,,,,,0
3031,2020-04-05 16:53:11+00:00, Corona                                                                                                                                                                                  DiwaliAgainstCorona,,,,,0
3032,2020-04-05 16:53:07+00:00,Corona                                                                                                          coronaupdatesindia  MaharashtraFightsCorona  Corona ,,,,,0
3033,2020-04-05 16:52:37+00:00,                                                                                                                                                                                                                                     pm minute  aaodiyajalaye  corona  Fornation,,,,,0
3034,2020-04-05 16:52:31+00:00,Fighting against  Corona Virus  Together for  Humanity  amp, Strength in #Unity. Vasudhaiva Kutumbakam. #9à¤¬à¤à¥9à¤®à¤¿à¤¨à¤,,,,-1
3035,2020-04-05 16:52:01+00:00,Just as a candle can t burn without fire   Corona can t spread when we are  Indoor   StayHomeStaySafe    DaysChallenge  CoronaHarega,,,,,-1
3036,2020-04-05 16:50:23+00:00,                                                                                                                                                                                                                                           Corona                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,,,,,0
3037,2020-04-05 16:50:17+00:00,                                                                                                                                                                                                                                                                    corona           ,,,,,0
3038,2020-04-05 16:50:12+00:00,                                                                                                                                                                                                                                                                                                                                                                                                                                                                         Corona                                                                                                                                                                                                                    ,,,,,0
3039,2020-04-05 16:49:55+00:00,                                                                         Corona                                                   baje mintues,,,,,0
3040,2020-04-05 16:49:53+00:00,                                                                                                                                                                                  society                                                    pm minutes  Corona ,,,,,0
3041,2020-04-05 16:49:28+00:00,And the next task                              TubelightModi   baje mintues   Baje Minutes  Corona  IndiaFightsCorona  IndiaBattlesCoronavirus,,,,,0
3042,2020-04-05 16:49:26+00:00,Journalists    are heroes  CoronaWarriors  CORONA  COVID      COVID       ,,,,,1
3043,2020-04-05 16:48:56+00:00,ight now  Most infected place is               WhatsApp Status Tab  corona   baje mintues,,,,,-1
3044,2020-04-05 16:48:42+00:00,his light may not the remedy of  Corona   but i did it to honour our first line Gaurd who are working tirelessly to save us from deadly virus  We respect you  support you and love you  Lets do our duty by Staying Home and Keep Everyone Safe   FightCoronaTogether,,,,,1
